p000001s000001w000001,0.000,7.235,"On"
p000001s000001w000002,7.235,9.335,"KRRRRRRRRIS"
p000001s000001w000003,9.335,10.225,"MAS"
p000001s000001w000004,10.225,10.620,"D-"
p000001s000001w000005,10.620,10.775,"um"
p000001s000001w000006,10.775,13.195,"Eve's"
p000001s000001w000007,13.195,13.505,"u"
p000001s000001w000008,13.505,15.725,"night,"
p000001s000001w000009,15.725,15.845,"we"
p000001s000001w000010,15.845,16.900,"MMMMMMMIME"
p000001s000001w000011,16.900,18.385,"and"
p000001s000001w000012,18.385,18.715,"my"
p000001s000001w000013,18.715,20.050,"SI{x15}STER"
p000001s000001w000014,20.050,20.290,"C"
p000001s000001w000015,20.290,22.545,"COULDN'T"
p000001s000001w000016,22.545,22.905,"sleep"
p000001s000001w000017,22.905,23.035,"all"
p000001s000001w000018,23.035,24.280,"night."
p000001s000001w000019,24.280,25.740,"Mmm,"
p000001s000001w000020,25.740,25.820,"then"
p000001s000001w000021,25.820,26.430,"U"
p000001s000001w000022,26.430,26.700,"AT"
p000001s000001w000023,26.700,27.955,"TH{x12}OO"
p000001s000001w000024,27.955,28.365,"o"
p000001s000001w000025,28.365,28.720,"clock"
p000001s000001w000026,28.720,29.590,"WEE{x14}"
p000001s000001w000027,29.590,30.705,"told"
p000001s000001w000028,30.705,31.110,"our"
p000001s000001w000029,31.110,31.925,"MMMMMU"
p000001s000001w000030,31.925,32.325,"UUUUUUM"
p000001s000001w000031,32.325,33.985,"and"
p000001s000001w000032,33.985,34.165,"dad"
p000001s000001w000033,34.165,35.340,"THTHTH"
p000001s000001w000034,35.340,36.965,"THTHTH"
p000001s000001w000035,36.965,37.770,"THAT"
p000001s000001w000036,37.770,39.500,"TH{x10}A"
p000001s000001w000037,39.500,39.800,"THAT"
p000001s000001w000038,39.800,42.020,"TH{x9}THTHTH"
p000001s000001w000039,42.020,42.910,"THAT"
p000001s000001w000040,42.910,43.255,"we"
p000001s000001w000041,43.255,44.210,"CCCCCCCCC"
p000001s000001w000042,44.210,44.495,"COULDN'T"
p000001s000001w000043,44.495,44.795,"sleep."
p000001s000001w000044,44.795,45.055,"Um"
p000001s000001w000045,45.055,45.275,"e"
p000001s000001w000046,45.275,46.035,"S{x22}"
p000001s000001w000047,46.035,46.295,"SO"
p000001s000001w000048,46.295,46.475,"my"
p000001s000001w000049,46.475,46.555,"dad"
p000001s000001w000050,46.555,46.830,"um"
p000001s000001w000051,46.830,47.060,"said"
p000001s000001w000052,47.060,47.160,"YYYYY"
p000001s000001w000053,47.160,47.190,"YYYYYYY"
p000001s000001w000054,47.190,47.700,"YYYYYOU"
p000001s000001w000055,47.700,48.420,"can"
p000001s000001w000056,48.420,48.650,"DU"
p000001s000001w000057,48.650,49.030,"YYYYYYYYYYOU"
p000001s000001w000058,49.030,49.275,"can"
p000001s000001w000059,49.275,49.485,"go"
p000001s000001w000060,49.485,49.645,"into"
p000001s000001w000061,49.645,49.660,"the"
p000001s000001w000062,49.660,50.965,"L{x16}I"
p000001s000001w000063,50.965,51.355,"LIV"
p000001s000001w000064,51.355,52.135,"LIVING"
p000001s000001w000065,52.135,54.230,"R{x25}OOM"
p000001s000001w000066,54.230,54.545,"and"
p000001s000001w000067,54.545,54.695,"open"
p000001s000001w000068,54.695,54.695,"um"
p000001s000001w000069,54.695,54.700,"one"
p000001s000001w000070,54.700,55.585,"PR{x12}E"
p000001s000001w000071,55.585,57.485,"RRRRRESANT."
p000001s000001w000072,57.485,58.190,"So"
p000001s000001w000073,58.190,58.445,"we"
p000001s000001w000074,58.445,58.775,"WU"
p000001s000001w000075,58.775,59.180,"W"
p000001s000001w000076,59.180,59.500,"ENT"
p000001s000001w000077,59.500,61.530,"into"
p000001s000001w000078,61.530,61.905,"the"
p000001s000001w000079,61.905,64.500,"L{x15}IVING"
p000001s000001w000080,64.500,64.640,"room,"
p000001s000001w000081,64.640,64.775,"and"
p000001s000001w000082,64.775,64.885,"we"
p000001s000001w000083,64.885,66.350,"LLLLLLLLLOOKED"
p000001s000001w000084,66.350,66.685,"at"
p000001s000001w000085,66.685,67.260,"all"
p000001s000001w000086,67.260,67.760,"the"
p000001s000001w000087,67.760,68.145,"P"
p000001s000001w000088,68.145,68.760,"RESANTS"
p000001s000001w000089,68.760,70.045,"that"
p000001s000001w000090,70.045,71.820,"S{x24}"
p000001s000001w000091,71.820,73.055,"ZZ"
p000001s000001w000092,73.055,73.430,"ZZ"
p000001s000001w000093,73.430,73.670,"ANTA�S"
p000001s000001w000094,73.670,75.270,"brought,"
p000001s000001w000095,75.270,75.775,"A"
p000001s000001w000096,75.775,76.515,"AND"
p000001s000001w000097,76.515,76.535,"then"
p000001s000001w000098,76.535,76.570,"we"
p000001s000001w000099,76.570,78.505,"W{x13}OPENED"
p000001s000001w000100,78.505,78.660,"um"
p000001s000001w000101,78.660,78.680,"A"
p000001s000001w000102,78.680,78.690,"A"
p000001s000001w000103,78.690,79.155,"present"
p000001s000001w000104,79.155,80.065,"which"
p000001s000001w000105,80.065,80.310,"was"
p000001s000001w000106,80.310,80.530,"um"
p000001s000001w000107,80.530,80.610,"a"
p000001s000001w000108,80.610,82.460,"S{x17}IBER"
p000001s000001w000109,82.460,82.695,"pet."
p000001s000001w000110,82.695,83.020,"And"
p000001s000001w000111,83.020,86.305,"KLLLLLLLLLAUDIE"
p000001s000001w000112,86.305,86.465,"G"
p000001s000001w000113,86.465,86.480,"OT"
p000001s000001w000114,86.480,86.495,"A"
p000001s000001w000115,86.495,86.495,"A"
p000001s000001w000116,86.495,86.595,"A"
p000001s000001w000117,86.595,86.735,"P"
p000001s000001w000118,86.735,87.280,"PINK"
p000001s000001w000119,87.280,87.610,"one,"
p000001s000001w000120,87.610,87.660,"THE"
p000001s000001w000121,87.660,87.820,"WITH"
p000001s000001w000122,87.820,87.830,"A"
p000001s000001w000123,87.830,87.830,"P"
p000001s000001w000124,87.830,87.845,"P"
p000001s000001w000125,87.845,89.330,"PURPLE"
p000001s000001w000126,89.330,89.460,"um"
p000001s000001w000127,89.460,89.490,"screen"
p000001s000001w000128,89.490,89.490,"BBBBB"
p000001s000001w000129,89.490,89.600,"BBB"
p000001s000001w000130,89.600,90.660,"W{x12}ATER"
p000001s000001w000131,90.660,91.015,"and"
p000001s000001w000132,91.015,91.155,"I"
p000001s000001w000133,91.155,91.170,"got"
p000001s000001w000134,91.170,91.175,"a"
p000001s000001w000135,91.175,91.175,"P"
p000001s000001w000136,91.175,91.485,"PURPLE"
p000001s000001w000137,91.485,92.010,"won"
p000001s000001w000138,92.010,93.235,"W{x10}ith"
p000001s000001w000139,93.235,93.375,"the"
p000001s000001w000140,93.375,94.390,"green"
p000001s000001w000141,94.390,94.680,"um"
p000001s000001w000142,94.680,96.035,"screen"
p000001s000001w000143,96.035,96.035,"BB"
p000001s000001w000144,96.035,96.615,"WATER."
p000001s000001w000145,96.615,96.735,"Then"
p000001s000001w000146,96.735,96.865,"u"
p000001s000001w000147,96.865,97.085,"when"
p000001s000001w000148,97.085,97.135,"we"
p000001s000001w000149,97.135,97.395,"GU"
p000001s000001w000150,97.395,97.515,"GU"
p000001s000001w000151,97.515,98.570,"GGGOT"
p000001s000001w000152,98.570,98.595,"up"
p000001s000001w000153,98.595,98.650,"at"
p000001s000001w000154,98.650,98.880,"S{x15}U"
p000001s000001w000155,98.880,100.360,"SSSSS"
p000001s000001w000156,100.360,100.760,"SSS"
p000001s000001w000157,100.760,100.820,"SSEVAN"
p000001s000001w000158,100.820,100.940,"o"
p000001s000001w000159,100.940,102.560,"clock,"
p000001s000001w000160,102.560,103.310,"CLLLLLLLL"
p000001s000001w000161,103.310,103.625,"LAUDIE'S"
p000001s000001w000162,103.625,103.925,"one"
p000001s000001w000163,103.925,107.270,"WWWWWWWU"
p000001s000001w000164,107.270,108.645,"W{x14}U"
p000001s000001w000165,108.645,109.030,"WW"
p000001s000001w000166,109.030,109.320,"AS"
p000001s000001w000167,109.320,109.735,"unwell,"
p000001s000001w000168,109.735,110.025,"B"
p000001s000001w000169,110.025,110.300,"B"
p000001s000001w000170,110.300,111.645,"BUT"
p000001s000001w000171,111.645,111.955,"mine"
p000001s000001w000172,111.955,112.250,"was"
p000001s000001w000173,112.250,112.500,"still"
p000001s000001w000174,112.500,113.780,"okay."
p000001s000001w000175,113.780,115.265,"Theb"
p000001s000001w000176,115.265,115.495,"on"
p000001s000001w000177,115.495,116.220,"Christmas"
p000001s000001w000178,116.220,116.470,"day"
p000001s000001w000179,116.470,117.965,"U"
p000001s000001w000180,117.965,119.255,"I"
p000001s000001w000181,119.255,120.140,"FFFFFFFFFORGOT"
p000001s000001w000182,120.140,120.960,"that"
p000001s000001w000183,120.960,122.470,"W{x14}E"
p000001s000001w000184,122.470,122.800,"still"
p000001s000001w000185,122.800,123.985,"had"
p000001s000001w000186,123.985,125.515,"T{x14}"
p000001s000001w000187,125.515,126.955,"TTTTTO"
p000001s000001w000188,126.955,127.040,"go"
p000001s000001w000189,127.040,127.040,"T"
p000001s000001w000190,127.040,127.040,"T"
p000001s000001w000191,127.040,127.040,"T"
p000001s000001w000192,127.040,127.335,"T{x13}O"
p000001s000001w000193,127.335,128.240,"church."
p000001s000001w000194,128.240,128.690,"So"
p000001s000001w000195,128.690,129.390,"as"
p000001s000001w000196,129.390,130.795,"we"
p000001s000001w000197,130.795,131.030,"were"
p000001s000001w000198,131.030,131.275,"RRRRRREADY"
p000001s000001w000199,131.275,131.290,"um"
p000001s000001w000200,131.290,132.340,"FFFFFFI"
p000001s000001w000201,132.340,134.450,"F{x10}-"
p000001s000001w000202,134.450,134.820,"about"
p000001s000001w000203,134.820,135.550,"FFFFFFFFFIFTEEN"
p000001s000001w000204,135.550,135.900,"minutes"
p000001s000001w000205,135.900,136.335,"BEFORE{x18}"
p000001s000001w000206,136.335,137.330,"we"
p000001s000001w000207,137.330,139.680,"left."
p000001s000001w000208,139.680,140.025,"Then"
p000001s000001w000209,140.025,142.820,"B"
p000001s000001w000210,142.820,143.000,"but"
p000001s000001w000211,143.000,143.520,"before"
p000001s000001w000212,143.520,147.075,"WWWWE"
p000001s000001w000213,147.075,148.265,"went,"
p000001s000001w000214,148.265,148.470,"um"
p000001s000001w000215,148.470,149.330,"ERCLLLLLLLLLLLAUDIE"
p000001s000001w000216,149.330,149.510,"opened"
p000001s000001w000217,149.510,149.815,"ANUNNNNNNNANANANOTHER"
p000001s000001w000218,149.815,150.165,"PPPP"
p000001s000001w000219,150.165,150.485,"PRU"
p000001s000001w000220,150.485,152.675,"PRRRR"
p000001s000001w000221,152.675,154.240,"RESENT."
p000001s000001w000222,154.240,155.045,"Um"
p000001s000001w000223,155.045,156.305,"WWWWE"
p000001s000001w000224,156.305,156.435,"um"
p000001s000001w000225,156.435,156.855,"CHCH"
p000001s000001w000226,156.855,157.145,"CHOSE"
p000001s000001w000227,157.145,157.530,"the"
p000001s000001w000228,157.530,157.690,"RRRRRRRRR"
p000001s000001w000229,157.690,158.880,"RIGGEST"
