p000001s000001w000001,0.000,0.775,"AND"
p000001s000001w000002,0.775,2.180,"AND"
p000001s000001w000003,2.180,2.215,"AA"
p000001s000001w000004,2.215,2.330,"AND"
p000001s000001w000005,2.330,2.430,"A"
p000001s000001w000006,2.430,3.160,"got"
p000001s000001w000007,3.160,3.530,"into"
p000001s000001w000008,3.530,4.165,"�WWWWIGXton"
p000001s000001w000009,4.165,4.415,"DI"
p000001s000001w000010,4.415,4.510,"DH"
p000001s000001w000011,4.510,5.250,"DH"
p000001s000001w000012,5.250,5.830,"DH"
p000001s000001w000013,5.830,6.615,"DH"
p000001s000001w000014,6.615,7.900,"DHIS"
p000001s000001w000015,7.900,8.390,"THIS"
p000001s000001w000016,8.390,9.435,"year."
p000001s000001w000017,9.435,9.605,"And"
p000001s000001w000018,9.605,9.865,"I"
p000001s000001w000019,9.865,10.040,"want"
p000001s000001w000020,10.040,10.085,"to"
p000001s000001w000021,10.085,10.085,"be"
p000001s000001w000022,10.085,10.095,"a"
p000001s000001w000023,10.095,10.405,"FFFFFFOOGX"
p000001s000001w000024,10.405,11.725,"FFFFFOO"
p000001s000001w000025,11.725,12.705,"A�baller"
p000001s000001w000026,12.705,12.720,"WE"
p000001s000001w000027,12.720,13.080,"WHEN"
p000001s000001w000028,13.080,13.350,"I"
p000001s000001w000029,13.350,13.700,"grow"
p000001s000001w000030,13.700,13.900,"up."
p000001s000001w000031,13.900,14.165,"And"
p000001s000001w000032,14.165,14.380,"um"
p000001s000001w000033,14.380,14.485,"um,"
p000001s000001w000034,14.485,16.215,"and"
p000001s000001w000035,16.215,16.385,"if"
p000001s000001w000036,16.385,17.000,"I"
p000001s000001w000037,17.000,18.520,"ain't"
p000001s000001w000038,18.520,18.670,"a"
p000001s000001w000039,18.670,19.330,"FOOGX"
p000001s000001w000040,19.330,20.385,"FOOT"
p000001s000001w000041,20.385,20.450,"BOO"
p000001s000001w000042,20.450,21.630,"baller"
p000001s000001w000043,21.630,22.525,"rather"
p000001s000001w000044,22.525,22.655,"be"
p000001s000001w000045,22.655,22.930,"a"
p000001s000001w000046,22.930,23.315,"gambler,"
p000001s000001w000047,23.315,23.490,"a"
p000001s000001w000048,23.490,25.980,"RESHstler"
p000001s000001w000049,25.980,28.175,"or,"
p000001s000001w000050,28.175,29.420,"what"
p000001s000001w000051,29.420,29.840,"was"
p000001s000001w000052,29.840,31.765,"that"
p000001s000001w000053,31.765,34.960,"other"
p000001s000001w000054,34.960,35.400,"one?"
p000001s000001w000055,35.400,36.555,"UM,"
p000001s000001w000056,36.555,38.995,"DA"
p000001s000001w000057,38.995,39.095,"DA"
p000001s000001w000058,39.095,39.150,"A"
p000001s000001w000059,39.150,39.225,"A"
p000001s000001w000060,39.225,40.165,"computer"
p000001s000001w000061,40.165,44.530,"person."
p000001s000001w000062,44.530,44.755,"And"
p000001s000001w000063,44.755,45.385,"UM"
p000001s000001w000064,45.385,46.095,"I"
p000001s000001w000065,46.095,48.405,"K"
p000001s000001w000066,48.405,48.445,"ER"
p000001s000001w000067,48.445,48.445,"ER"
p000001s000001w000068,48.445,48.445,"I"
p000001s000001w000069,48.445,48.445,"ER"
p000001s000001w000070,48.445,48.500,"I"
p000001s000001w000071,48.500,48.535,"ER"
p000001s000001w000072,48.535,48.930,"UM"
p000001s000001w000073,48.930,49.645,"UM"
p000001s000001w000074,49.645,55.145,"U"
p000001s000001w000075,55.145,55.335,"my"
p000001s000001w000076,55.335,55.695,"house"
p000001s000001w000077,55.695,55.835,"is"
p000001s000001w000078,55.835,56.005,"in"
p000001s000001w000079,56.005,57.005,"IE"
p000001s000001w000080,57.005,59.220,"IEgeware."
p000001s000001w000081,59.220,60.155,"And"
p000001s000001w000082,60.155,60.320,"um."
p000001s000001w000083,60.320,60.960,"And"
p000001s000001w000084,60.960,61.135,"I've"
p000001s000001w000085,61.135,61.540,"got"
p000001s000001w000086,61.540,61.650,"three"
p000001s000001w000087,61.650,62.065,"friends"
p000001s000001w000088,62.065,62.180,"at"
p000001s000001w000089,62.180,63.375,"WWWWWWeston,"
p000001s000001w000090,63.375,64.865,"ONE'S"
p000001s000001w000091,64.865,65.120,"ONE"
p000001s000001w000092,65.120,65.200,"is"
p000001s000001w000093,65.200,65.535,"called"
p000001s000001w000094,65.535,65.870,"James"
p000001s000001w000095,65.870,66.295,"Elgar,"
p000001s000001w000096,66.295,67.735,"one"
p000001s000001w000097,67.735,67.820,"is"
p000001s000001w000098,67.820,68.920,"called"
p000001s000001w000099,68.920,69.155,"Joe"
p000001s000001w000100,69.155,69.815,"Thatcher"
p000001s000001w000101,69.815,70.125,"and"
p000001s000001w000102,70.125,70.280,"the"
p000001s000001w000103,70.280,70.495,"other"
p000001s000001w000104,70.495,70.605,"one's"
p000001s000001w000105,70.605,70.870,"called"
p000001s000001w000106,70.870,71.025,"Lee"
p000001s000001w000107,71.025,72.535,"Reeford."
p000001s000001w000108,72.535,72.775,"Lee"
p000001s000001w000109,72.775,73.125,"REE"
p000001s000001w000110,73.125,74.035,"Lee"
p000001s000001w000111,74.035,74.435,"REE"
p000001s000001w000112,74.435,75.275,"Reeford"
p000001s000001w000113,75.275,75.505,"was"
p000001s000001w000114,75.505,75.640,"in"
p000001s000001w000115,75.640,75.930,"my"
p000001s000001w000116,75.930,76.925,"clas"
p000001s000001w000117,76.925,77.310,"s"
p000001s000001w000118,77.310,78.430,"at"
p000001s000001w000119,78.430,78.695,"Wer"
p000001s000001w000120,78.695,79.040,"pole"
p000001s000001w000121,79.040,81.485,"primary,"
p000001s000001w000122,81.485,82.015,"AND"
p000001s000001w000123,82.015,82.315,"J"
p000001s000001w000124,82.315,82.355,"A"
p000001s000001w000125,82.355,82.525,"AND"
p000001s000001w000126,82.525,82.920,":ames"
p000001s000001w000127,82.920,84.390,"EL"
p000001s000001w000128,84.390,84.850,"gar"
p000001s000001w000129,84.850,84.920,"LEF"
p000001s000001w000130,84.920,85.435,"C"
p000001s000001w000131,85.435,86.440,"LEF"
p000001s000001w000132,86.440,87.305,"left"
p000001s000001w000133,87.305,88.010,"Werpole"
p000001s000001w000134,88.010,89.005,"in"
p000001s000001w000135,89.005,89.190,"year"
p000001s000001w000136,89.190,91.545,"four."
p000001s000001w000137,91.545,92.305,"Now"
p000001s000001w000138,92.305,92.405,"he's"
p000001s000001w000139,92.405,92.795,"going"
p000001s000001w000140,92.795,92.925,"to"
p000001s000001w000141,92.925,93.365,"Witton."
p000001s000001w000142,93.365,95.575,"Lee"
p000001s000001w000143,95.575,95.950,"REE"
p000001s000001w000144,95.950,96.625,"Reeford"
p000001s000001w000145,96.625,96.925,"HAD"
p000001s000001w000146,96.925,97.710,"HAD"
p000001s000001w000147,97.710,97.810,"a"
p000001s000001w000148,97.810,98.765,"football"
p000001s000001w000149,98.765,99.595,"FA"
p000001s000001w000150,99.595,99.880,"team"
p000001s000001w000151,99.880,100.150,"there,"
p000001s000001w000152,100.150,102.365,"and"
p000001s000001w000153,102.365,102.775,"SO"
p000001s000001w000154,102.775,102.990,"SO"
p000001s000001w000155,102.990,102.995,"he"
p000001s000001w000156,102.995,103.880,"WENT"
p000001s000001w000157,103.880,104.125,"WEN"
p000001s000001w000158,104.125,104.855,"E-ENT"
p000001s000001w000159,104.855,105.575,"off"
p000001s000001w000160,105.575,107.240,"WA"
p000001s000001w000161,107.240,107.525,"off"
p000001s000001w000162,107.525,107.740,"with"
p000001s000001w000163,107.740,110.300,"them."
p000001s000001w000164,110.300,110.520,"So"
p000001s000001w000165,110.520,111.405,"I"
p000001s000001w000166,111.405,112.075,"WAS"
p000001s000001w000167,112.075,112.625,"WAS"
p000001s000001w000168,112.625,113.075,"alone"
p000001s000001w000169,113.075,113.715,"until"
p000001s000001w000170,113.715,114.255,"I"
p000001s000001w000171,114.255,114.575,"saw"
p000001s000001w000172,114.575,115.310,"JAI"
p000001s000001w000173,115.310,115.470,"JAI"
p000001s000001w000174,115.470,115.960,"James"
p000001s000001w000175,115.960,118.260,"Elgar,"
p000001s000001w000176,118.260,118.495,"and"
p000001s000001w000177,118.495,119.550,"Joe"
p000001s000001w000178,119.550,120.915,"Thatcher."
p000001s000001w000179,120.915,121.620,"And"
p000001s000001w000180,121.620,122.145,"Joe"
p000001s000001w000181,122.145,123.125,"FAAT"
p000001s000001w000182,123.125,123.380,"AA"
p000001s000001w000183,123.380,123.380,"AA"
p000001s000001w000184,123.380,123.380,"AA"
p000001s000001w000185,123.380,123.380,"AA"
p000001s000001w000186,123.380,123.380,"AA"
p000001s000001w000187,123.380,123.380,"AA"
p000001s000001w000188,123.380,123.380,"AA"
p000001s000001w000189,123.380,123.380,"AA"
p000001s000001w000190,123.380,123.380,"AA"
p000001s000001w000191,123.380,123.380,"AA"
p000001s000001w000192,123.380,123.380,"AA"
p000001s000001w000193,123.380,123.380,"AA"
p000001s000001w000194,123.380,123.720,"AA"
p000001s000001w000195,123.720,124.110,"cher's"
p000001s000001w000196,124.110,124.230,"BRU"
p000001s000001w000197,124.230,124.695,"brother"
p000001s000001w000198,124.695,124.805,"GOA"
p000001s000001w000199,124.805,124.985,"goes"
p000001s000001w000200,124.985,125.720,"there"
